"Gene","ModuleColor","ModuleLabel"
"RPL11","turquoise",1
"RPL12","grey",0
"RPL13","grey",0
"RPL13A","green",5
"RPL13AP3","grey",0
"RPL13AP5","green",5
"RPL13P5","turquoise",1
"RPL14","turquoise",1
"RPL15","blue",2
"RPL17","green",5
"RPL18","turquoise",1
"RPL18A","green",5
"RPL18AP3","green",5
"RPL19","turquoise",1
"RPL21","brown",3
"RPL21P28","brown",3
"RPL22","turquoise",1
"RPL22L1","turquoise",1
"RPL23","turquoise",1
"RPL23A","green",5
"RPL24","turquoise",1
"RPL26","turquoise",1
"RPL26L1","turquoise",1
"RPL27","turquoise",1
"RPL27A","turquoise",1
"RPL28","turquoise",1
"RPL29","turquoise",1
"RPL29P2","brown",3
"RPL3","green",5
"RPL30","turquoise",1
"RPL31","yellow",4
"RPL32","grey",0
"RPL32P3","blue",2
"RPL34","turquoise",1
"RPL36","grey",0
"RPL36AL","green",5
"RPL37","green",5
"RPL38","turquoise",1
"RPL39L","turquoise",1
"RPL3L","yellow",4
"RPL4","green",5
"RPL41","turquoise",1
"RPL5","green",5
"RPL6","turquoise",1
"RPL7","turquoise",1
"RPL7A","brown",3
"RPL7L1","grey",0
"RPL8","turquoise",1
"RPL9","turquoise",1
"RPLP0","turquoise",1
"RPLP1","grey",0
"RPLP2","green",5
"RPN1","blue",2
"RPN2","turquoise",1
"RPP14","turquoise",1
"RPP21","blue",2
"RPP25","blue",2
"RPP30","grey",0
"RPP38","grey",0
"RPP40","brown",3
"RPPH1","grey",0
"RPRD1B","grey",0
"RPRD2","grey",0
"RPRM","blue",2
"RPRML","grey",0
"RPS10","grey",0
"RPS11","turquoise",1
"RPS12","green",5
"RPS13","turquoise",1
"RPS15","brown",3
"RPS15A","turquoise",1
"RPS16","turquoise",1
"RPS18","green",5
"RPS19","turquoise",1
"RPS19BP1","turquoise",1
"RPS2","green",5
"RPS20","green",5
"RPS21","turquoise",1
"RPS23","turquoise",1
"RPS24","grey",0
"RPS25","turquoise",1
"RPS26","turquoise",1
"RPS27","turquoise",1
"RPS27L","turquoise",1
"RPS28","green",5
"RPS29","grey",0
"RPS3","brown",3
"RPS3A","green",5
"RPS5","turquoise",1
"RPS6KA1","blue",2
"RPS6KA2","blue",2
"RPS6KA4","blue",2
"RPS6KA5","grey",0
"RPS6KB1","turquoise",1
"RPS6KB2","blue",2
"RPS6KC1","grey",0
"RPS6KL1","grey",0
"RPS7","turquoise",1
"RPS8","blue",2
"RPS9","blue",2
"RPSAP52","brown",3
"RPTOR","blue",2
"RPUSD1","grey",0
"RPUSD2","turquoise",1
"RPUSD3","turquoise",1
"RPUSD4","turquoise",1
"RQCD1","turquoise",1
"RRAD","blue",2
"RRAGA","turquoise",1
"RRAGC","yellow",4
"RRAGD","blue",2
"RRAS","green",5
"RRAS2","turquoise",1
"RRBP1","blue",2
"RREB1","blue",2
"RRM1","green",5
"RRM2","green",5
"RRM2B","blue",2
"RRP1","turquoise",1
"RRP12","turquoise",1
"RRP15","turquoise",1
"RRP1B","grey",0
"RRP8","turquoise",1
"RRP9","turquoise",1
"RRS1","turquoise",1
"RSAD1","turquoise",1
"RSBN1","turquoise",1
"RSBN1L","turquoise",1
"RSF1","grey",0
"RSL1D1","turquoise",1
"RSL24D1","turquoise",1
"RSPH1","turquoise",1
"RSPH3","brown",3
"RSPH4A","grey",0
"RSPH6A","yellow",4
"RSPH9","blue",2
"RSPO1","grey",0
"RSPO2","yellow",4
"RSPRY1","turquoise",1
"RSRC1","turquoise",1
"RSRC2","turquoise",1
"RSU1","blue",2
"RTBDN","yellow",4
"RTCD1","turquoise",1
"RTDR1","turquoise",1
"RTEL1","blue",2
"RTF1","turquoise",1
"RTKN","blue",2
"RTKN2","grey",0
"RTL1","brown",3
"RTN1","green",5
"RTN2","blue",2
"RTN3","blue",2
"RTN4","blue",2
"RTN4IP1","turquoise",1
"RTN4RL1","turquoise",1
"RTN4RL2","blue",2
"RTP1","brown",3
"RTP2","green",5
"RTP3","grey",0
"RTP4","turquoise",1
"RTTN","turquoise",1
"RUFY1","brown",3
"RUFY2","grey",0
"RUFY3","green",5
"RUFY4","brown",3
"RUNDC1","turquoise",1
"RUNDC2A","grey",0
"RUNDC3A","brown",3
"RUNDC3B","grey",0
"RUNX1","brown",3
"RUNX1T1","grey",0
"RUNX2","brown",3
"RUNX3","green",5
"RUSC1","brown",3
"RUVBL1","yellow",4
"RUVBL2","turquoise",1
"RWDD1","turquoise",1
"RWDD2A","brown",3
"RWDD3","grey",0
"RWDD4A","turquoise",1
"RXFP3","yellow",4
"RXFP4","blue",2
"RXRA","blue",2
"RXRB","blue",2
"RXRG","yellow",4
"RYBP","brown",3
"RYK","turquoise",1
"RYR1","grey",0
"RYR2","yellow",4
"RYR3","yellow",4
"S100A1","grey",0
"S100A10","brown",3
"S100A11","turquoise",1
"S100A12","yellow",4
"S100A13","grey",0
"S100A2","blue",2
"S100A3","blue",2
"S100A4","brown",3
"S100A5","grey",0
"S100A6","grey",0
"S100A8","blue",2
"S100A9","blue",2
"S100B","blue",2
"S100P","blue",2
"S100PBP","turquoise",1
"S100Z","grey",0
"S1PR1","turquoise",1
"S1PR3","brown",3
"S1PR4","turquoise",1
"S1PR5","grey",0
"SAA4","blue",2
"SAAL1","turquoise",1
"SAC3D1","grey",0
"SACM1L","turquoise",1
"SACS","grey",0
"SAE1","turquoise",1
"SAFB","turquoise",1
"SAFB2","turquoise",1
"SALL1","yellow",4
"SALL2","brown",3
"SALL3","grey",0
"SALL4","grey",0
"SAMD1","turquoise",1
"SAMD10","turquoise",1
"SAMD11","grey",0
"SAMD12","grey",0
"SAMD13","blue",2
"SAMD14","brown",3
"SAMD3","blue",2
"SAMD4A","brown",3
"SAMD4B","grey",0
"SAMD5","brown",3
"SAMD8","turquoise",1
"SAMD9","grey",0
"SAMHD1","turquoise",1
"SAMM50","green",5
"SAP130","turquoise",1
"SAP18","turquoise",1
"SAP25","turquoise",1
"SAP30","turquoise",1
"SAP30BP","turquoise",1
"SAP30L","turquoise",1
"SAPS1","green",5
"SAPS2","grey",0
"SAPS3","turquoise",1
"SAR1A","turquoise",1
"SAR1B","grey",0
"SARDH","grey",0
"SARM1","yellow",4
"SARNP","turquoise",1
"SARS","turquoise",1
"SARS2","turquoise",1
"SART1","turquoise",1
"SART3","turquoise",1
"SASH1","blue",2
"SASS6","turquoise",1
"SAT2","turquoise",1
"SATB1","blue",2
"SATB2","yellow",4
"SAV1","grey",0
"SBF1","blue",2
"SBF2","turquoise",1
"SBK1","turquoise",1
"SBK2","grey",0
"SBNO1","turquoise",1
"SBNO2","blue",2
"SBSN","brown",3
"SC4MOL","turquoise",1
"SC5DL","turquoise",1
"SC65","blue",2
"SCAF1","turquoise",1
"SCAMP1","grey",0
"SCAMP2","brown",3
"SCAMP3","blue",2
"SCAMP4","grey",0
"SCAND1","blue",2
"SCAND2","grey",0
"SCAND3","brown",3
"SCAP","blue",2
"SCAPER","turquoise",1
"SCARA3","brown",3
"SCARA5","grey",0
"SCARB1","blue",2
"SCARB2","blue",2
"SCARF1","blue",2
"SCARF2","yellow",4
"SCARNA13","turquoise",1
"SCARNA15","turquoise",1
"SCARNA16","grey",0
"SCARNA17","turquoise",1
"SCARNA2","turquoise",1
"SCARNA27","blue",2
"SCCPDH","grey",0
"SCD","brown",3
"SCD5","grey",0
"SCFD1","turquoise",1
"SCFD2","turquoise",1
"SCG3","yellow",4
"SCG5","blue",2
"SCGB1A1","turquoise",1
"SCGB1C1","brown",3
"SCGB1D2","green",5
"SCGB1D4","brown",3
"SCGB2A1","brown",3
"SCGB3A1","yellow",4
"SCGB3A2","brown",3
"SCGBL","brown",3
"SCGN","yellow",4
"SCHIP1","grey",0
"SCIN","brown",3
"SCLT1","grey",0
"SCLY","grey",0
"SCML4","blue",2
"SCN1B","brown",3
"SCN3A","green",5
"SCN3B","yellow",4
"SCN4A","brown",3
"SCN4B","grey",0
"SCN5A","brown",3
"SCN7A","grey",0
"SCN8A","grey",0
"SCNM1","turquoise",1
"SCNN1A","blue",2
"SCNN1D","yellow",4
"SCO1","turquoise",1
"SCO2","turquoise",1
"SCOC","blue",2
"SCP2","brown",3
"SCPEP1","turquoise",1
"SCRG1","blue",2
"SCRIB","blue",2
"SCRN1","blue",2
"SCRN2","green",5
"SCRN3","turquoise",1
"SCRT1","yellow",4
"SCRT2","yellow",4
"SCT","brown",3
"SCTR","yellow",4
"SCUBE1","yellow",4
"SCUBE2","grey",0
"SCUBE3","grey",0
"SCYL1","grey",0
"SCYL2","turquoise",1
"SCYL3","turquoise",1
"SDAD1","grey",0
"SDC2","grey",0
"SDC3","grey",0
"SDC4","grey",0
"SDC4P","brown",3
"SDCBP","turquoise",1
"SDCBP2","blue",2
"SDCCAG1","grey",0
"SDCCAG10","grey",0
"SDCCAG8","brown",3
"SDF2","turquoise",1
"SDF2L1","turquoise",1
"SDF4","brown",3
"SDHAF1","grey",0
"SDHAF2","grey",0
"SDHAP3","blue",2
"SDHB","brown",3
"SDHC","grey",0
"SDHD","turquoise",1
"SDK1","brown",3
"SDK2","brown",3
"SDPR","blue",2
"SDR16C5","brown",3
"SDR16C6","brown",3
"SDR39U1","turquoise",1
"SDR9C7","brown",3
"SDSL","grey",0
"SEBOX","grey",0
"SEC1","grey",0
"SEC11A","turquoise",1
"SEC11C","turquoise",1
"SEC13","turquoise",1
"SEC14L1","grey",0
"SEC14L2","green",5
"SEC14L3","grey",0
"SEC14L4","brown",3
"SEC14L5","grey",0
"SEC16A","grey",0
"SEC16B","grey",0
"SEC22A","turquoise",1
"SEC22B","turquoise",1
"SEC22C","turquoise",1
"SEC23B","turquoise",1
"SEC23IP","turquoise",1
"SEC24A","turquoise",1
"SEC24B","turquoise",1
"SEC24C","turquoise",1
"SEC24D","turquoise",1
"SEC31A","grey",0
"SEC31B","brown",3
"SEC61A1","turquoise",1
"SEC61A2","grey",0
"SEC61G","grey",0
"SEC62","grey",0
"SEC63","turquoise",1
"SECISBP2L","grey",0
"SECTM1","brown",3
"SEL1L","turquoise",1
"SEL1L3","brown",3
"SELI","turquoise",1
"SELK","turquoise",1
"SELM","grey",0
"SELO","grey",0
"SELPLG","turquoise",1
"SELS","grey",0
"SELT","turquoise",1
"SELV","grey",0
"SEMA3A","grey",0
"SEMA3B","brown",3
"SEMA3C","yellow",4
"SEMA3D","yellow",4
"SEMA3E","yellow",4
"SEMA3F","grey",0
"SEMA3G","grey",0
"SEMA4A","brown",3
"SEMA4B","grey",0
"SEMA4C","blue",2
"SEMA4D","grey",0
"SEMA4F","turquoise",1
"SEMA4G","grey",0
"SEMA5A","yellow",4
"SEMA5B","grey",0
"SEMA6A","grey",0
"SEMA6B","blue",2
"SEMA6C","blue",2
"SEMA6D","yellow",4
"SEMA7A","blue",2
"SEMG1","grey",0
"SENP1","brown",3
"SENP2","turquoise",1
"SENP3","turquoise",1
"SENP5","grey",0
"SENP7","turquoise",1
"SENP8","grey",0
"SEP15","turquoise",1
"SEPHS1","grey",0
"SEPHS2","turquoise",1
"SEPN1","brown",3
"SEPP1","blue",2
"SEPSECS","turquoise",1
"SEPT1","turquoise",1
"SEPT10","grey",0
"SEPT11","turquoise",1
"SEPT12","brown",3
"SEPT2","turquoise",1
"SEPT3","grey",0
"SEPT4","blue",2
"SEPT5","grey",0
"SEPT7","blue",2
"SEPT8","blue",2
"SEPT9","turquoise",1
"SEPX1","turquoise",1
"SERAC1","grey",0
"SERBP1","grey",0
"SERF2","turquoise",1
"SERGEF","grey",0
"SERHL","grey",0
"SERHL2","turquoise",1
"SERINC1","turquoise",1
"SERINC2","grey",0
"SERINC3","turquoise",1
"SERINC4","grey",0
"SERINC5","blue",2
"SERP1","turquoise",1
"SERP2","blue",2
"SERPINA1","grey",0
"SERPINA10","brown",3
"SERPINA13","brown",3
"SERPINA3","green",5
"SERPINA4","brown",3
"SERPINA5","grey",0
"SERPINB1","blue",2
"SERPINB12","brown",3
"SERPINB13","blue",2
"SERPINB2","blue",2
"SERPINB5","blue",2
"SERPINB6","blue",2
"SERPINB7","brown",3
"SERPINB8","turquoise",1
"SERPINB9","blue",2
"SERPINE1","blue",2
"SERPINE2","turquoise",1
"SERPINE3","brown",3
"SERPINF1","blue",2
"SERPINF2","grey",0
"SERPING1","blue",2
"SERPINI1","turquoise",1
"SERTAD1","grey",0
"SERTAD2","brown",3
"SERTAD3","blue",2
"SERTAD4","grey",0
"SESN1","turquoise",1
"SESN2","blue",2
"SESN3","grey",0
"SESTD1","brown",3
"SETBP1","brown",3
"SETD1A","blue",2
"SETD1B","grey",0
"SETD2","turquoise",1
"SETD3","grey",0
"SETD4","turquoise",1
"SETD6","blue",2
"SETD7","turquoise",1
"SETD8","turquoise",1
"SETDB2","green",5
"SETMAR","grey",0
"SEZ6","brown",3
"SEZ6L","blue",2
"SEZ6L2","grey",0
"SF1","grey",0
"SF3A1","green",5
"SF3A2","turquoise",1
"SF3A3","turquoise",1
"SF3B1","turquoise",1
"SF3B14","grey",0
"SF3B2","turquoise",1
"SF3B3","turquoise",1
"SF3B4","grey",0
"SF3B5","turquoise",1
"SF4","turquoise",1
"SFI1","turquoise",1
"SFMBT1","grey",0
"SFMBT2","grey",0
"SFN","turquoise",1
"SFPQ","turquoise",1
"SFRP1","yellow",4
"SFRP2","brown",3
"SFRP4","blue",2
"SFRP5","grey",0
"SFRS1","green",5
"SFRS11","turquoise",1
"SFRS12","brown",3
"SFRS12IP1","turquoise",1
"SFRS13B","brown",3
"SFRS14","turquoise",1
"SFRS15","turquoise",1
"SFRS16","grey",0
"SFRS18","turquoise",1
"SFRS2","grey",0
"SFRS2IP","grey",0
"SFRS3","turquoise",1
"SFRS4","turquoise",1
"SFRS5","green",5
"SFRS6","green",5
"SFRS7","turquoise",1
"SFRS8","grey",0
"SFRS9","grey",0
"SFT2D1","grey",0
"SFT2D2","grey",0
"SFT2D3","blue",2
"SFTA1P","grey",0
"SFTA3","yellow",4
"SFTPC","grey",0
"SFTPD","blue",2
"SFXN1","turquoise",1
"SFXN2","turquoise",1
"SFXN3","turquoise",1
"SFXN4","grey",0
"SFXN5","blue",2
"SGCA","grey",0
"SGCD","yellow",4
"SGCE","yellow",4
"SGCG","grey",0
"SGCZ","yellow",4
"SGEF","blue",2
"SGIP1","yellow",4
"SGK1","brown",3
"SGK196","turquoise",1
"SGK2","brown",3
"SGK3","turquoise",1
"SGMS1","turquoise",1
"SGMS2","blue",2
"SGOL1","turquoise",1
"SGOL2","turquoise",1
"SGPL1","grey",0
"SGPP1","turquoise",1
"SGPP2","grey",0
"SGSH","grey",0
"SGSM1","grey",0
"SGSM2","blue",2
"SGSM3","turquoise",1
"SGTA","grey",0
"SGTB","turquoise",1
"SH2B1","grey",0
"SH2B2","red",6
"SH2B3","blue",2
"SH2D1B","grey",0
"SH2D2A","green",5
"SH2D3A","blue",2
"SH2D3C","blue",2
"SH2D4A","grey",0
"SH2D4B","grey",0
"SH2D5","turquoise",1
"SH2D6","blue",2
"SH2D7","blue",2
"SH3BGR","grey",0
"SH3BGRL2","turquoise",1
"SH3BGRL3","turquoise",1
"SH3BP1","green",5
"SH3BP2","grey",0
"SH3BP4","brown",3
"SH3BP5","blue",2
"SH3BP5L","blue",2
"SH3D19","brown",3
"SH3GL1","blue",2
"SH3GL2","yellow",4
"SH3GL3","grey",0
"SH3GLB1","turquoise",1
"SH3GLB2","grey",0
"SH3PXD2A","blue",2
"SH3PXD2B","blue",2
"SH3RF1","blue",2
"SH3RF3","green",5
"SH3TC1","blue",2
"SH3TC2","blue",2
"SH3YL1","brown",3
"SHANK1","yellow",4
"SHANK2","brown",3
"SHANK3","grey",0
"SHARPIN","turquoise",1
"SHBG","turquoise",1
"SHC1","blue",2
"SHC2","brown",3
"SHC4","grey",0
"SHCBP1","grey",0
"SHE","blue",2
"SHF","turquoise",1
"SHFM1","turquoise",1
"SHH","blue",2
"SHISA2","brown",3
"SHISA3","grey",0
"SHISA4","brown",3
"SHISA5","blue",2
"SHISA6","yellow",4
"SHISA7","brown",3
"SHISA9","yellow",4
"SHKBP1","grey",0
"SHMT1","grey",0
"SHMT2","turquoise",1
"SHOC2","grey",0
"SHOX2","yellow",4
"SHPK","turquoise",1
"SHPRH","grey",0
"SHQ1","grey",0
"SHROOM1","brown",3
"SHROOM3","grey",0
"SIAE","turquoise",1
"SIAH1","blue",2
"SIAH2","green",5
"SIAH3","brown",3
"SIDT1","turquoise",1
"SIDT2","turquoise",1
"SIGIRR","grey",0
"SIGLEC1","blue",2
"SIGLEC10","blue",2
"SIGLEC12","blue",2
"SIGLEC14","brown",3
"SIGLEC6","turquoise",1
"SIGLEC7","blue",2
"SIGLECP3","turquoise",1
"SIGMAR1","turquoise",1
"SIK1","grey",0
"SIK3","blue",2
"SIKE1","turquoise",1
"SIL1","blue",2
"SILV","turquoise",1
"SIM1","yellow",4
"SIM2","yellow",4
"SIN3A","turquoise",1
"SIPA1","blue",2
"SIPA1L2","grey",0
"SIPA1L3","turquoise",1
"SIRPA","blue",2
"SIRPB1","brown",3
"SIRPB2","blue",2
"SIRPG","blue",2
"SIRT1","grey",0
"SIRT2","green",5
"SIRT3","turquoise",1
"SIRT4","turquoise",1
"SIRT5","blue",2
"SIRT6","grey",0
"SIRT7","blue",2
"SIT1","blue",2
"SIVA1","turquoise",1
"SIX1","yellow",4
"SIX2","yellow",4
"SIX3","yellow",4
"SIX4","blue",2
"SIX5","turquoise",1
"SIX6","yellow",4
"SKA2","blue",2
"SKA3","grey",0
"SKAP1","blue",2
"SKAP2","brown",3
"SKI","grey",0
"SKIL","blue",2
"SKINTL","grey",0
"SKIV2L","turquoise",1
"SKIV2L2","grey",0
"SKP1","grey",0
"SKP2","turquoise",1
"SLA","grey",0
"SLA2","turquoise",1
"SLAIN1","blue",2
"SLAIN2","turquoise",1
"SLAMF1","grey",0
"SLAMF7","blue",2
"SLAMF8","green",5
"SLAMF9","brown",3
"SLBP","turquoise",1
"SLC10A1","blue",2
"SLC10A2","grey",0
"SLC10A4","grey",0
"SLC10A7","grey",0
"SLC11A1","blue",2
"SLC11A2","turquoise",1
"SLC12A2","turquoise",1
"SLC12A4","grey",0
"SLC12A5","yellow",4
"SLC12A6","grey",0
"SLC12A7","brown",3
"SLC12A8","grey",0
"SLC12A9","blue",2
"SLC13A4","brown",3
"SLC13A5","brown",3
"SLC14A1","blue",2
"SLC15A1","yellow",4
"SLC15A3","brown",3
"SLC15A4","brown",3
"SLC16A1","green",5
"SLC16A11","yellow",4
"SLC16A12","grey",0
"SLC16A3","blue",2
"SLC16A5","brown",3
"SLC16A6","turquoise",1
"SLC16A7","turquoise",1
"SLC16A9","grey",0
"SLC17A1","green",5
"SLC17A4","brown",3
"SLC17A5","grey",0
"SLC17A6","blue",2
"SLC17A7","turquoise",1
"SLC17A8","grey",0
"SLC17A9","brown",3
"SLC18A1","brown",3
"SLC18A3","yellow",4
"SLC19A1","blue",2
"SLC19A2","blue",2
"SLC19A3","yellow",4
"SLC1A2","grey",0
"SLC1A3","blue",2
"SLC1A4","blue",2
"SLC1A5","blue",2
"SLC1A6","brown",3
"SLC1A7","brown",3
"SLC20A1","turquoise",1
"SLC20A2","blue",2
"SLC22A1","turquoise",1
"SLC22A11","brown",3
"SLC22A13","brown",3
"SLC22A15","grey",0
"SLC22A16","brown",3
"SLC22A17","grey",0
"SLC22A18","grey",0
"SLC22A18AS","grey",0
"SLC22A2","brown",3
"SLC22A20","blue",2
"SLC22A23","grey",0
"SLC22A3","yellow",4
"SLC22A4","turquoise",1
"SLC22A5","grey",0
"SLC22A7","brown",3
"SLC22A8","grey",0
"SLC23A1","blue",2
"SLC23A2","blue",2
"SLC24A1","blue",2
"SLC24A2","yellow",4
"SLC24A3","brown",3
"SLC24A4","blue",2
"SLC24A5","green",5
"SLC24A6","turquoise",1
"SLC25A1","turquoise",1
"SLC25A10","grey",0
"SLC25A11","turquoise",1
"SLC25A12","turquoise",1
"SLC25A13","blue",2
"SLC25A16","turquoise",1
"SLC25A17","grey",0
"SLC25A18","yellow",4
"SLC25A19","turquoise",1
"SLC25A2","grey",0
"SLC25A20","turquoise",1
"SLC25A21","yellow",4
"SLC25A22","turquoise",1
"SLC25A23","blue",2
"SLC25A24","turquoise",1
"SLC25A25","turquoise",1
"SLC25A27","grey",0
"SLC25A28","blue",2
"SLC25A29","blue",2
"SLC25A3","grey",0
"SLC25A30","turquoise",1
"SLC25A31","grey",0
"SLC25A32","turquoise",1
"SLC25A33","brown",3
"SLC25A34","grey",0
"SLC25A35","turquoise",1
"SLC25A36","turquoise",1
"SLC25A37","blue",2
"SLC25A39","grey",0
"SLC25A4","blue",2
"SLC25A40","turquoise",1
"SLC25A41","brown",3
"SLC25A42","turquoise",1
"SLC25A44","turquoise",1
"SLC25A45","turquoise",1
"SLC25A46","turquoise",1
"SLC26A1","grey",0
"SLC26A10","red",6
"SLC26A11","grey",0
"SLC26A2","turquoise",1
"SLC26A4","grey",0
"SLC26A5","yellow",4
"SLC26A6","grey",0
"SLC26A8","blue",2
"SLC26A9","brown",3
"SLC27A1","turquoise",1
"SLC27A2","grey",0
"SLC27A3","turquoise",1
"SLC27A6","yellow",4
"SLC28A3","yellow",4
"SLC29A1","blue",2
"SLC29A2","brown",3
"SLC29A3","grey",0
"SLC2A1","grey",0
"SLC2A10","brown",3
"SLC2A11","brown",3
"SLC2A12","turquoise",1
"SLC2A13","turquoise",1
"SLC2A4","turquoise",1
"SLC2A4RG","green",5
"SLC2A5","blue",2
"SLC2A6","blue",2
"SLC2A7","brown",3
"SLC2A8","grey",0
"SLC2A9","blue",2
"SLC30A10","yellow",4
"SLC30A2","grey",0
"SLC30A3","grey",0
"SLC30A4","turquoise",1
"SLC30A5","turquoise",1
"SLC30A6","turquoise",1
"SLC30A7","turquoise",1
"SLC30A9","turquoise",1
"SLC31A2","grey",0
"SLC32A1","yellow",4
"SLC33A1","turquoise",1
"SLC34A1","brown",3
"SLC34A2","yellow",4
"SLC34A3","brown",3
"SLC35A1","turquoise",1
"SLC35A3","grey",0
"SLC35A4","turquoise",1
"SLC35A5","grey",0
"SLC35B1","turquoise",1
"SLC35B2","grey",0
"SLC35B3","grey",0
"SLC35B4","grey",0
"SLC35C1","blue",2
"SLC35C2","turquoise",1
"SLC35D1","turquoise",1
"SLC35D2","blue",2
"SLC35D3","grey",0
"SLC35E1","turquoise",1
"SLC35E3","grey",0
"SLC35E4","blue",2
"SLC35F1","grey",0
"SLC35F2","turquoise",1
"SLC35F3","yellow",4
"SLC35F4","brown",3
"SLC35F5","turquoise",1
"SLC36A1","turquoise",1
"SLC36A2","grey",0
"SLC36A3","blue",2
"SLC37A1","blue",2
"SLC37A2","grey",0
"SLC37A3","grey",0
"SLC37A4","grey",0
"SLC38A1","turquoise",1
"SLC38A10","blue",2
"SLC38A11","grey",0
"SLC38A2","blue",2
"SLC38A3","green",5
"SLC38A4","yellow",4
"SLC38A6","turquoise",1
"SLC38A8","grey",0
"SLC38A9","turquoise",1
"SLC39A1","turquoise",1
"SLC39A10","turquoise",1
"SLC39A11","turquoise",1
"SLC39A13","blue",2
"SLC39A14","blue",2
"SLC39A2","blue",2
"SLC39A3","turquoise",1
"SLC39A4","grey",0
"SLC39A5","blue",2
"SLC39A6","turquoise",1
"SLC39A7","turquoise",1
"SLC39A8","turquoise",1
"SLC39A9","turquoise",1
"SLC3A2","green",5
"SLC40A1","blue",2
"SLC41A1","turquoise",1
"SLC41A2","grey",0
"SLC41A3","grey",0
"SLC43A1","brown",3
"SLC43A2","blue",2
"SLC43A3","blue",2
"SLC44A2","grey",0
"SLC44A3","turquoise",1
"SLC44A4","grey",0
"SLC44A5","grey",0
"SLC45A1","blue",2
"SLC45A3","blue",2
"SLC45A4","blue",2
"SLC46A1","turquoise",1
"SLC46A2","grey",0
"SLC46A3","grey",0
"SLC47A1","brown",3
"SLC47A2","grey",0
"SLC48A1","blue",2
"SLC4A1","blue",2
"SLC4A11","brown",3
"SLC4A1AP","turquoise",1
"SLC4A2","blue",2
"SLC4A3","turquoise",1
"SLC4A4","brown",3
"SLC4A5","brown",3
"SLC4A7","grey",0
"SLC4A8","blue",2
"SLC4A9","turquoise",1
"SLC5A1","green",5
"SLC5A10","grey",0
"SLC5A11","brown",3
"SLC5A2","blue",2
"SLC5A3","turquoise",1
"SLC5A4","blue",2
"SLC5A5","brown",3
"SLC5A6","turquoise",1
"SLC5A7","yellow",4
"SLC5A8","yellow",4
"SLC5A9","green",5
"SLC6A1","grey",0
"SLC6A11","yellow",4
"SLC6A12","blue",2
"SLC6A15","yellow",4
"SLC6A16","blue",2
"SLC6A17","brown",3
"SLC6A18","brown",3
"SLC6A19","brown",3
"SLC6A2","blue",2
"SLC6A20","brown",3
"SLC6A3","grey",0
"SLC6A4","grey",0
"SLC6A5","yellow",4
"SLC6A6","brown",3
"SLC6A9","brown",3
"SLC7A1","blue",2
"SLC7A10","green",5
"SLC7A11","grey",0
"SLC7A14","yellow",4
"SLC7A2","yellow",4
"SLC7A4","grey",0
"SLC7A5","grey",0
"SLC7A6","blue",2
"SLC7A6OS","blue",2
"SLC7A7","blue",2
"SLC7A8","grey",0
"SLC7A9","grey",0
"SLC8A1","blue",2
"SLC8A2","brown",3
"SLC8A3","grey",0
"SLC9A1","grey",0
"SLC9A2","brown",3
"SLC9A3","grey",0
"SLC9A3R1","green",5
"SLC9A3R2","blue",2
"SLC9A5","turquoise",1
"SLC9A8","turquoise",1
"SLCO2A1","yellow",4
"SLCO2B1","brown",3
"SLCO3A1","blue",2
"SLCO4A1","grey",0
"SLCO4C1","turquoise",1
"SLCO5A1","grey",0
"SLCO6A1","grey",0
"SLFN11","brown",3
"SLFN12L","brown",3
"SLFN13","brown",3
"SLFN5","blue",2
"SLFNL1","turquoise",1
"SLIT1","grey",0
"SLIT2","yellow",4
"SLIT3","grey",0
"SLITRK1","brown",3
"SLITRK3","yellow",4
"SLITRK5","yellow",4
"SLITRK6","brown",3
"SLK","turquoise",1
"SLMAP","grey",0
"SLMO1","brown",3
"SLMO2","green",5
"SLN","green",5
"SLPI","blue",2
"SLTM","grey",0
"SLU7","turquoise",1
"SLURP1","turquoise",1
"SMAD1","brown",3
"SMAD2","grey",0
"SMAD3","blue",2
"SMAD4","turquoise",1
"SMAD6","brown",3
"SMAD7","blue",2
"SMAD9","brown",3
"SMAGP","turquoise",1
"SMAP1","turquoise",1
"SMAP2","grey",0
"SMARCA2","turquoise",1
"SMARCA4","blue",2
"SMARCA5","turquoise",1
"SMARCAD1","turquoise",1
"SMARCAL1","grey",0
"SMARCB1","turquoise",1
"SMARCC1","turquoise",1
"SMARCD1","turquoise",1
"SMARCD2","blue",2
"SMARCD3","brown",3
"SMARCE1","turquoise",1
"SMC1B","grey",0
"SMC3","turquoise",1
"SMC4","blue",2
"SMC6","grey",0
"SMCHD1","green",5
"SMCP","grey",0
"SMCR5","blue",2
"SMCR7","grey",0
"SMCR7L","turquoise",1
"SMCR8","turquoise",1
"SMEK1","turquoise",1
"SMEK2","turquoise",1
"SMG5","turquoise",1
"SMG6","turquoise",1
"SMG7","turquoise",1
"SMNDC1","turquoise",1
"SMO","brown",3
"SMOC1","brown",3
"SMOC2","grey",0
"SMOX","turquoise",1
"SMPD1","turquoise",1
"SMPD2","grey",0
"SMPD3","blue",2
"SMPDL3A","turquoise",1
"SMPDL3B","brown",3
"SMTN","grey",0
"SMTNL1","blue",2
"SMTNL2","grey",0
"SMU1","grey",0
"SMUG1","turquoise",1
"SMURF1","green",5
"SMYD1","brown",3
"SMYD2","yellow",4
"SMYD4","blue",2
"SMYD5","turquoise",1
"SNAI1","brown",3
"SNAI2","grey",0
"SNAI3","turquoise",1
"SNAP23","turquoise",1
