DMR,Gene,Assignment_Type,Distance_to_TSS
chr12_DMR_358,VWF,CpG,0.0
chr12_DMR_359,GALNT9,CpG,0.0
chr12_DMR_360,PTPN11,CpG,0.0
chr12_DMR_361,NTF3,CpG,0.0
chr12_DMR_362,STAB2,CpG,0.0
chr12_DMR_363,RIMBP2,CpG,0.0
chr12_DMR_364,KRT85,CpG,0.0
chr12_DMR_365,ZNF385A,CpG,0.0
chr12_DMR_367,AGAP2,CpG,0.0
chr12_DMR_369,C12orf48,CpG,0.0
chr12_DMR_369,NUP37,CpG,0.0
chr12_DMR_370,FAM101A,CpG,0.0
chr12_DMR_371,CUX2,CpG,0.0
chr12_DMR_372,CREBL2,CpG,0.0
chr12_DMR_373,BRAP,CpG,0.0
chr12_DMR_373,ACAD10,CpG,0.0
chr12_DMR_374,PXN,CpG,0.0
chr12_DMR_375,NUDT4,CpG,0.0
chr12_DMR_375,NUDT4P1,CpG,0.0
chr12_DMR_376,WSB2,CpG,0.0
chr12_DMR_377,MYBPC1,CpG,0.0
chr12_DMR_379,HNF1A,CpG,0.0
chr12_DMR_380,VAMP1,CpG,0.0
chr12_DMR_381,VPS37B,CpG,0.0
chr12_DMR_382,SPATS2,CpG,0.0
chr12_DMR_383,GPD1,CpG,0.0
chr12_DMR_383,C12orf62,CpG,0.0
chr12_DMR_384,PEBP1,CpG,0.0
chr12_DMR_385,GOLGA3,CpG,0.0
chr12_DMR_386,CCDC92,CpG,0.0
chr12_DMR_387,SPRYD3,CpG,0.0
chr12_DMR_388,SYT10,CpG,0.0
chr12_DMR_389,ADCY6,CpG,0.0
chr12_DMR_391,ERBB3,CpG,0.0
chr12_DMR_392,LRP1,CpG,0.0
chr12_DMR_393,C3AR1,CpG,0.0
chr12_DMR_394,HELB,CpG,0.0
chr12_DMR_395,SDR9C7,CpG,0.0
chr12_DMR_397,SLC24A6,CpG,0.0
chr12_DMR_398,SLC15A4,CpG,0.0
chr12_DMR_399,CHST11,CpG,0.0
chr12_DMR_400,LACRT,CpG,0.0
chr12_DMR_401,BEST3,CpG,0.0
chr12_DMR_402,KCTD10,CpG,0.0
chr12_DMR_402,UBE3B,CpG,0.0
chr12_DMR_403,SHMT2,CpG,0.0
chr12_DMR_404,NCOR2,CpG,0.0
chr12_DMR_405,SCNN1A,CpG,0.0
chr12_DMR_406,OGFOD2,CpG,0.0
chr12_DMR_406,ABCB9,CpG,0.0
chr12_DMR_407,SCYL2,CpG,0.0
chr12_DMR_407,DEPDC4,CpG,0.0
chr12_DMR_408,HSP90B1,CpG,0.0
chr12_DMR_408,LOC253724,CpG,0.0
chr12_DMR_409,FAM101A,CpG,0.0
chr12_DMR_410,TARBP2,CpG,0.0
chr12_DMR_410,MAP3K12,CpG,0.0
chr12_DMR_411,HVCN1,CpG,0.0
chr12_DMR_412,PRKAG1,CpG,0.0
chr12_DMR_413,APOLD1,CpG,0.0
chr12_DMR_414,LRRK2,CpG,0.0
chr12_DMR_415,BCDIN3D,CpG,0.0
chr12_DMR_416,KRT74,CpG,0.0
chr12_DMR_417,UBE2N,CpG,0.0
chr12_DMR_418,TROAP,CpG,0.0
chr12_DMR_419,GPR162,CpG,0.0
chr12_DMR_420,EMP1,CpG,0.0
chr12_DMR_421,LIMA1,CpG,0.0
chr12_DMR_422,CAND1,CpG,0.0
chr12_DMR_423,GNS,CpG,0.0
chr12_DMR_425,LRMP,CpG,0.0
chr12_DMR_426,RIMBP2,CpG,0.0
chr12_DMR_427,MVK,CpG,0.0
chr12_DMR_427,MMAB,CpG,0.0
chr12_DMR_428,GABARAPL1,CpG,0.0
chr12_DMR_429,GPRC5A,CpG,0.0
chr12_DMR_430,NELL2,CpG,0.0
chr12_DMR_431,PDE1B,CpG,0.0
chr12_DMR_432,LMO3,CpG,0.0
chr12_DMR_433,LRP1,CpG,0.0
chr12_DMR_434,PPFIBP1,CpG,0.0
chr12_DMR_435,PTPRR,CpG,0.0
chr12_DMR_436,LOC100190940,CpG,0.0
chr12_DMR_437,TBK1,CpG,0.0
chr12_DMR_438,LETMD1,CpG,0.0
chr12_DMR_439,KRT3,CpG,0.0
chr12_DMR_440,CAMKK2,CpG,0.0
chr12_DMR_441,CACNA1C,CpG,0.0
chr12_DMR_442,TMTC1,CpG,0.0
chr12_DMR_443,ALX1,CpG,0.0
chr12_DMR_444,TMEM132D,CpG,0.0
chr12_DMR_445,BTG1,CpG,0.0
chr12_DMR_446,KRT83,CpG,0.0
chr12_DMR_447,AGAP2,CpG,0.0
chr12_DMR_447,LOC100130776,CpG,0.0
chr12_DMR_448,KCTD10,CpG,0.0
chr12_DMR_449,POLE,CpG,0.0
chr12_DMR_450,TXNRD1,CpG,0.0
chr12_DMR_450,EID3,CpG,0.0
chr12_DMR_451,AACS,CpG,0.0
chr12_DMR_453,NCOR2,CpG,0.0
chr12_DMR_454,PRR13,CpG,0.0
chr12_DMR_455,NOS1,CpG,0.0
chr12_DMR_457,PFKM,CpG,0.0
chr12_DMR_457,SENP1,CpG,0.0
chr12_DMR_458,HEBP1,CpG,0.0
chr12_DMR_458,HTR7P,CpG,0.0
chr12_DMR_459,ANO6,CpG,0.0
chr12_DMR_459,PLEKHA9,CpG,0.0
chr12_DMR_461,C12orf74,CpG,0.0
chr12_DMR_462,ACSM4,CpG,0.0
chr12_DMR_463,NINJ2,CpG,0.0
chr12_DMR_464,ACRBP,CpG,0.0
chr12_DMR_465,ORAI1,CpG,0.0
chr12_DMR_466,SLC38A1,CpG,0.0
chr12_DMR_467,GOLGA3,CpG,0.0
chr12_DMR_468,PRPF40B,CpG,0.0
chr12_DMR_469,IGFBP6,CpG,0.0
chr12_DMR_470,EP400NL,CpG,0.0
chr12_DMR_471,ZC3H10,CpG,0.0
chr12_DMR_472,HIST4H4,CpG,0.0
chr12_DMR_473,TESC,CpG,0.0
chr12_DMR_474,IL31,CpG,0.0
chr12_DMR_474,LRRC43,CpG,0.0
chr12_DMR_476,IQCD,CpG,0.0
chr12_DMR_476,TPCN1,CpG,0.0
chr12_DMR_477,EP400,CpG,0.0
chr12_DMR_478,LRRC10,CpG,0.0
chr12_DMR_479,TMEM132B,CpG,0.0
chr12_DMR_480,RBM19,CpG,0.0
chr12_DMR_481,C12orf36,CpG,0.0
chr12_DMR_482,PLEKHG6,CpG,0.0
chr12_DMR_483,PLXNC1,CpG,0.0
chr12_DMR_484,AQP5,CpG,0.0
chr12_DMR_485,FICD,CpG,0.0
chr12_DMR_486,APPL2,CpG,0.0
chr12_DMR_487,STYK1,CpG,0.0
chr12_DMR_488,LRP6,CpG,0.0
chr12_DMR_489,ARL6IP4,CpG,0.0
chr12_DMR_489,OGFOD2,CpG,0.0
chr12_DMR_490,GALNT9,CpG,0.0
chr12_DMR_491,RPS26,CpG,0.0
chr12_DMR_493,MARS,CpG,0.0
chr12_DMR_494,CORO1C,CpG,0.0
chr12_DMR_495,RASAL1,CpG,0.0
chr12_DMR_496,TMEM116,CpG,0.0
chr12_DMR_496,ERP29,CpG,0.0
chr12_DMR_497,OSBPL8,CpG,0.0
chr12_DMR_498,LOC144571,CpG,0.0
chr12_DMR_499,LOC678655,CpG,0.0
chr12_DMR_499,CD27,CpG,0.0
chr12_DMR_499,TAPBPL,CpG,0.0
chr12_DMR_500,RDH5,CpG,0.0
chr12_DMR_501,DAO,CpG,0.0
chr12_DMR_503,NCOR2,CpG,0.0
chr12_DMR_504,NCRNA00173,CpG,0.0
chr12_DMR_505,POU6F1,CpG,0.0
chr12_DMR_507,SCARB1,CpG,0.0
chr12_DMR_508,MIR135A2,CpG,0.0
chr12_DMR_509,MDM1,CpG,0.0
chr12_DMR_510,ACACB,CpG,0.0
chr12_DMR_511,FKBP11,CpG,0.0
chr12_DMR_513,CEP290,CpG,0.0
chr12_DMR_513,TMTC3,CpG,0.0
chr12_DMR_514,HOXC4,CpG,0.0
chr12_DMR_514,HOXC5,CpG,0.0
chr12_DMR_515,ANAPC5,CpG,0.0
chr12_DMR_516,SFRS8,CpG,0.0
chr12_DMR_517,ABCC9,CpG,0.0
chr12_DMR_518,USP30,CpG,0.0
chr12_DMR_519,IL26,CpG,0.0
chr12_DMR_520,MYL6B,CpG,0.0
chr12_DMR_521,RBP5,CpG,0.0
chr12_DMR_521,CLSTN3,CpG,0.0
chr12_DMR_522,RNFT2,CpG,0.0
chr12_DMR_522,C12orf49,CpG,0.0
chr12_DMR_523,GRIP1,CpG,0.0
chr12_DMR_525,RFC5,CpG,0.0
chr12_DMR_526,RPLP0,CpG,0.0
chr12_DMR_527,GOLGA3,CpG,0.0
chr12_DMR_529,RIMBP2,CpG,0.0
chr12_DMR_530,GIT2,CpG,0.0
chr12_DMR_531,CD63,CpG,0.0
chr12_DMR_532,UBE2N,CpG,0.0
chr12_DMR_533,YARS2,CpG,0.0
chr12_DMR_534,GSG1,CpG,0.0
chr12_DMR_535,CACNB3,CpG,0.0
chr12_DMR_536,RASSF3,CpG,0.0
chr12_DMR_537,DBX2,CpG,0.0
chr12_DMR_538,KRT8,CpG,0.0
chr12_DMR_539,C12orf52,CpG,0.0
chr12_DMR_539,DDX54,CpG,0.0
chr12_DMR_540,TUBA1C,CpG,0.0
chr12_DMR_541,LRIG3,CpG,0.0
chr12_DMR_542,GOLGA3,CpG,0.0
chr12_DMR_543,AMIGO2,CpG,0.0
chr12_DMR_544,MMP17,CpG,0.0
chr12_DMR_545,C12orf39,CpG,0.0
chr12_DMR_546,FBXW8,CpG,0.0
chr12_DMR_547,SPSB2,CpG,0.0
chr12_DMR_548,PLXNC1,CpG,0.0
chr12_DMR_549,CMKLR1,CpG,0.0
chr12_DMR_550,VAMP1,CpG,0.0
chr12_DMR_551,CIT,CpG,0.0
chr12_DMR_552,APAF1,CpG,0.0
chr12_DMR_552,IKBIP,CpG,0.0
chr12_DMR_553,PPM1H,CpG,0.0
chr12_DMR_554,MAP1LC3B2,CpG,0.0
chr12_DMR_555,AVPR1A,CpG,0.0
chr12_DMR_556,ATF7,CpG,0.0
chr12_DMR_557,DUSP6,CpG,0.0
chr12_DMR_558,SLC39A5,CpG,0.0
chr12_DMR_558,OBFC2B,CpG,0.0
chr12_DMR_559,NT5DC3,CpG,0.0
chr12_DMR_560,NAB2,CpG,0.0
chr12_DMR_561,SOAT2,CpG,0.0
chr12_DMR_562,LOC338799,CpG,0.0
chr12_DMR_563,LMO3,CpG,0.0
chr12_DMR_564,TMEM106C,CpG,0.0
chr12_DMR_565,STAB2,CpG,0.0
chr12_DMR_566,SOX5,CpG,0.0
chr12_DMR_567,SH2B3,CpG,0.0
chr12_DMR_568,CCDC64,CpG,0.0
chr12_DMR_569,MFSD5,CpG,0.0
chr12_DMR_570,YAF2,CpG,0.0
chr12_DMR_571,TMEM132B,CpG,0.0
chr12_DMR_572,GLTP,CpG,0.0
chr12_DMR_573,ZDHHC17,CpG,0.0
chr12_DMR_574,TMBIM4,CpG,0.0
chr12_DMR_576,RASAL1,CpG,0.0
chr12_DMR_577,CCDC62,CpG,0.0
chr12_DMR_578,TCHP,CpG,0.0
chr12_DMR_579,PXN,CpG,0.0
chr12_DMR_580,KRT2,CpG,0.0
chr12_DMR_581,GALNT9,CpG,0.0
chr12_DMR_582,TCTN1,CpG,0.0
chr12_DMR_583,C12orf23,CpG,0.0
chr12_DMR_584,ADIPOR2,CpG,0.0
chr12_DMR_585,TMBIM6,CpG,0.0
chr12_DMR_586,RBMS2,CpG,0.0
chr12_DMR_587,KRT72,CpG,0.0
chr12_DMR_588,SSPN,CpG,0.0
chr12_DMR_589,DHX37,CpG,0.0
chr12_DMR_590,GAS2L3,CpG,0.0
chr12_DMR_591,PA2G4,CpG,0.0
chr12_DMR_592,C1R,CpG,0.0
chr12_DMR_593,FBRSL1,CpG,0.0
chr12_DMR_594,GPR133,CpG,0.0
chr12_DMR_596,MYO1A,CpG,0.0
chr12_DMR_597,DNAJC22,CpG,0.0
chr12_DMR_598,DDX23,CpG,0.0
chr12_DMR_599,SLC25A3,CpG,0.0
chr12_DMR_600,DRAM1,CpG,0.0
chr12_DMR_601,GLTP,CpG,0.0
chr12_DMR_602,SFRS2IP,CpG,0.0
chr12_DMR_603,TRAFD1,CpG,0.0
chr12_DMR_604,YEATS4,CpG,0.0
chr12_DMR_605,HOXC4,CpG,0.0
chr12_DMR_605,HOXC6,CpG,0.0
chr12_DMR_605,HOXC5,CpG,0.0
chr12_DMR_606,TBX5,CpG,0.0
chr12_DMR_607,GALNT9,CpG,0.0
chr12_DMR_608,NAA25,CpG,0.0
chr12_DMR_612,SOX5,CpG,0.0
chr12_DMR_613,TPI1,CpG,0.0
chr12_DMR_614,RAD52,CpG,0.0
chr12_DMR_615,LOH12CR2,CpG,0.0
chr12_DMR_615,LOH12CR1,CpG,0.0
chr12_DMR_616,PSMD9,CpG,0.0
chr12_DMR_617,SCARB1,CpG,0.0
chr12_DMR_618,NTF3,CpG,0.0
chr12_DMR_619,CDK17,CpG,0.0
chr12_DMR_620,C12orf66,CpG,0.0
chr12_DMR_621,ANAPC7,CpG,0.0
chr12_DMR_622,KLRB1,CpG,0.0
chr12_DMR_623,TSPAN9,CpG,0.0
chr12_DMR_624,C12orf42,CpG,0.0
chr12_DMR_625,SLC11A2,CpG,0.0
chr12_DMR_626,FAM109A,CpG,0.0
chr12_DMR_628,SMAGP,CpG,0.0
chr12_DMR_629,PPP1R12A,CpG,0.0
chr12_DMR_630,DTX1,CpG,0.0
chr12_DMR_631,ATF1,CpG,0.0
chr12_DMR_632,C12orf44,CpG,0.0
chr12_DMR_633,WNT1,CpG,0.0
chr12_DMR_634,UTP20,CpG,0.0
chr12_DMR_635,POLR3B,CpG,0.0
chr12_DMR_636,AACS,CpG,0.0
chr12_DMR_637,DDX55,CpG,0.0
chr12_DMR_639,CACNA2D4,CpG,0.0
chr12_DMR_639,LRTM2,CpG,0.0
chr12_DMR_641,PHB2,CpG,0.0
chr12_DMR_641,EMG1,CpG,0.0
chr12_DMR_642,CACNA1C,CpG,0.0
chr12_DMR_643,APOLD1,CpG,0.0
chr12_DMR_644,DDX51,CpG,0.0
chr12_DMR_645,NCOR2,CpG,0.0
chr12_DMR_646,DCN,CpG,0.0
chr12_DMR_647,C1S,CpG,0.0
chr12_DMR_648,OASL,CpG,0.0
chr12_DMR_650,CACNA2D4,CpG,0.0
chr12_DMR_650,LRTM2,CpG,0.0
chr12_DMR_651,LPAR5,CpG,0.0
chr12_DMR_653,SFRS9,CpG,0.0
chr12_DMR_653,DYNLL1,CpG,0.0
chr12_DMR_654,MLEC,CpG,0.0
chr12_DMR_655,STAT2,CpG,0.0
chr12_DMR_655,APOF,CpG,0.0
chr12_DMR_656,SFRS8,CpG,0.0
chr12_DMR_657,WSCD2,CpG,0.0
chr12_DMR_658,GAPDH,CpG,0.0
chr12_DMR_659,RPH3A,CpG,0.0
chr12_DMR_660,EEA1,CpG,0.0
chr12_DMR_661,RNF34,CpG,0.0
chr12_DMR_662,IFLTD1,CpG,0.0
chr12_DMR_663,DCP1B,CpG,0.0
chr12_DMR_664,CCNT1,CpG,0.0
chr12_DMR_665,LRP1,CpG,0.0
chr12_DMR_666,MRPL51,CpG,0.0
chr12_DMR_666,NCAPD2,CpG,0.0
chr12_DMR_667,IFFO1,CpG,0.0
chr12_DMR_667,NOP2,CpG,0.0
chr12_DMR_668,SNRNP35,CpG,0.0
chr12_DMR_669,ETNK1,CpG,0.0
chr12_DMR_670,HOXC13,CpG,0.0
chr12_DMR_671,CDKN1B,CpG,0.0
chr12_DMR_672,PPTC7,CpG,0.0
chr12_DMR_673,GALNT9,CpG,0.0
chr12_DMR_674,SUDS3,CpG,0.0
chr12_DMR_675,CSRNP2,CpG,0.0
chr12_DMR_676,RIC8B,CpG,0.0
chr12_DMR_677,RSRC2,CpG,0.0
chr12_DMR_677,KNTC1,CpG,0.0
chr12_DMR_678,ARHGAP9,CpG,0.0
chr12_DMR_679,NCOR2,CpG,0.0
chr12_DMR_680,APOLD1,CpG,0.0
chr12_DMR_681,FAM186B,CpG,0.0
chr12_DMR_682,SETD1B,CpG,0.0
chr12_DMR_683,RAB21,CpG,0.0
chr12_DMR_684,ELK3,CpG,0.0
chr12_DMR_685,UHRF1BP1L,CpG,0.0
chr12_DMR_686,BCAT1,CpG,0.0
chr12_DMR_687,USP15,CpG,0.0
chr12_DMR_688,C12orf72,CpG,0.0
chr12_DMR_689,MLF2,CpG,0.0
chr12_DMR_690,M6PR,CpG,0.0
chr12_DMR_691,TAC3,CpG,0.0
chr12_DMR_692,AGAP2,CpG,0.0
chr12_DMR_693,OBFC2B,CpG,0.0
chr12_DMR_695,SOX5,CpG,0.0
chr12_DMR_696,GPR19,CpG,0.0
chr12_DMR_697,RFX4,CpG,0.0
chr12_DMR_698,PCBP2,CpG,0.0
chr12_DMR_699,POLE,CpG,0.0
chr12_DMR_700,SOCS2,CpG,0.0
chr12_DMR_701,ARPC3,CpG,0.0
chr12_DMR_702,E2F7,CpG,0.0
chr12_DMR_704,SNORD59B,CpG,0.0
chr12_DMR_704,SNORD59A,CpG,0.0
chr12_DMR_704,ATP5B,CpG,0.0
chr12_DMR_705,KIAA0528,CpG,0.0
chr12_DMR_706,KIF5A,CpG,0.0
chr12_DMR_707,NTN4,CpG,0.0
chr12_DMR_708,ESYT1,CpG,0.0
chr12_DMR_709,IGF1,CpG,0.0
chr12_DMR_710,CIT,CpG,0.0
chr12_DMR_714,FIGNL2,CpG,0.0
chr12_DMR_715,MMP17,CpG,0.0
chr12_DMR_718,C12orf5,CpG,0.0
chr12_DMR_719,NDUFA9,CpG,0.0
chr12_DMR_720,HIP1R,CpG,0.0
chr12_DMR_721,HDAC7,CpG,0.0
chr12_DMR_722,DIABLO,CpG,0.0
chr12_DMR_724,VWF,CpG,0.0
chr12_DMR_725,METTL7B,CpG,0.0
chr12_DMR_726,H1FNT,CpG,0.0
chr12_DMR_727,LOC552889,CpG,0.0
chr12_DMR_728,CCDC77,CpG,0.0
chr12_DMR_728,KDM5A,CpG,0.0
chr12_DMR_729,KRT7,CpG,0.0
chr12_DMR_730,DNAJC14,CpG,0.0
chr12_DMR_732,POP5,CpG,0.0
chr12_DMR_733,CTDSP2,CpG,0.0
chr12_DMR_734,RPL6,CpG,0.0
chr12_DMR_735,VPS37B,CpG,0.0
chr12_DMR_736,WSB2,CpG,0.0
chr12_DMR_737,CS,CpG,0.0
chr12_DMR_738,DAZAP2,CpG,0.0
chr12_DMR_739,TRIAP1,CpG,0.0
chr12_DMR_739,GATC,CpG,0.0
chr12_DMR_740,PLXNC1,CpG,0.0
chr12_DMR_741,NUP107,CpG,0.0
chr12_DMR_742,CCDC38,CpG,0.0
chr12_DMR_742,AMDHD1,CpG,0.0
chr12_DMR_743,KRT6C,CpG,0.0
chr12_DMR_745,FLJ13224,CpG,0.0
chr12_DMR_745,FAM60A,CpG,0.0
chr12_DMR_746,KRT1,CpG,0.0
chr12_DMR_747,MLXIP,CpG,0.0
chr12_DMR_748,TMCC3,CpG,0.0
chr12_DMR_749,PRMT8,CpG,0.0
chr12_DMR_750,VPS33A,CpG,0.0
chr12_DMR_751,GLI1,CpG,0.0
chr12_DMR_752,DNAH10,CpG,0.0
chr12_DMR_753,GALNT9,CpG,0.0
chr12_DMR_754,RILPL2,CpG,0.0
chr12_DMR_755,EPS8,CpG,0.0
chr12_DMR_756,RPSAP52,CpG,0.0
chr12_DMR_756,HMGA2,CpG,0.0
chr12_DMR_757,TAOK3,CpG,0.0
chr12_DMR_758,KRT71,CpG,0.0
chr12_DMR_759,SLC26A10,CpG,0.0
chr12_DMR_760,GPD1,CpG,0.0
chr12_DMR_762,COQ5,CpG,0.0
chr12_DMR_763,B4GALNT3,CpG,0.0
chr12_DMR_764,LRRC23,CpG,0.0
chr12_DMR_765,CAPS2,CpG,0.0
chr12_DMR_766,LGR5,CpG,0.0
chr12_DMR_767,SLC38A2,CpG,0.0
chr12_DMR_768,CPNE8,CpG,0.0
chr12_DMR_772,CRADD,CpG,0.0
chr12_DMR_773,ETV6,CpG,0.0
chr12_DMR_774,GNPTAB,CpG,0.0
chr12_DMR_775,RARG,CpG,0.0
chr12_DMR_776,CUX2,CpG,0.0
chr12_DMR_777,MYL6,CpG,0.0
chr12_DMR_777,MYL6B,CpG,0.0
chr12_DMR_778,HMGA2,CpG,0.0
chr12_DMR_779,PRMT8,CpG,0.0
chr12_DMR_780,SMARCD1,CpG,0.0
chr12_DMR_781,C12orf60,CpG,0.0
chr12_DMR_781,WBP11,CpG,0.0
chr12_DMR_782,C12orf75,CpG,0.0
chr12_DMR_783,SMUG1,CpG,0.0
chr12_DMR_784,CLIP1,CpG,0.0
chr12_DMR_785,ALKBH2,CpG,0.0
chr12_DMR_786,HOTAIR,CpG,0.0
chr12_DMR_787,PAN2,CpG,0.0
chr12_DMR_787,CNPY2,CpG,0.0
chr12_DMR_788,OR8S1,CpG,0.0
chr12_DMR_789,ORAI1,CpG,0.0
chr12_DMR_791,ARF3,CpG,0.0
chr12_DMR_793,TULP3,CpG,0.0
chr12_DMR_794,DYRK2,CpG,0.0
chr12_DMR_795,BICD1,CpG,0.0
chr12_DMR_796,PLBD2,CpG,0.0
chr12_DMR_798,RNF41,CpG,0.0
chr12_DMR_799,KITLG,CpG,0.0
chr12_DMR_800,HOXC4,CpG,0.0
chr12_DMR_801,PGAM5,CpG,0.0
chr12_DMR_802,AQP2,CpG,0.0
chr12_DMR_804,C12orf65,CpG,0.0
chr12_DMR_805,ETV6,CpG,0.0
chr12_DMR_806,GOLT1B,CpG,0.0
chr12_DMR_806,RECQL,CpG,0.0
chr12_DMR_807,PTPRB,CpG,0.0
chr12_DMR_809,MED13L,CpG,0.0
chr12_DMR_809,MIR620,CpG,0.0
chr12_DMR_810,POLE,CpG,0.0
chr12_DMR_811,C12orf41,CpG,0.0
chr12_DMR_812,RNF41,CpG,0.0
chr12_DMR_813,GPR133,CpG,0.0
chr12_DMR_814,RPL41,CpG,0.0
chr12_DMR_814,ZC3H10,CpG,0.0
chr12_DMR_815,KDM2B,CpG,0.0
chr12_DMR_816,RAP1B,CpG,0.0
chr12_DMR_817,LRP1,CpG,0.0
chr12_DMR_819,LOC338799,CpG,0.0
chr12_DMR_819,SETD1B,CpG,0.0
chr12_DMR_820,GPR133,CpG,0.0
chr12_DMR_821,UNC119B,CpG,0.0
chr12_DMR_822,PPFIA2,CpG,0.0
chr12_DMR_824,SART3,CpG,0.0
chr12_DMR_824,ISCU,CpG,0.0
chr12_DMR_825,NTF3,CpG,0.0
chr12_DMR_826,PDE6H,CpG,0.0
chr12_DMR_827,SYT1,CpG,0.0
chr12_DMR_828,KIAA1033,CpG,0.0
chr12_DMR_829,EIF4B,CpG,0.0
chr12_DMR_831,C12orf57,CpG,0.0
chr12_DMR_832,NECAP1,CpG,0.0
chr12_DMR_834,RMST,CpG,0.0
chr12_DMR_835,TBX5,CpG,0.0
chr12_DMR_839,DHH,CpG,0.0
chr12_DMR_841,GPN3,CpG,0.0
chr12_DMR_841,C12orf24,CpG,0.0
chr12_DMR_842,B4GALNT3,CpG,0.0
chr12_DMR_844,CALCOCO1,CpG,0.0
chr12_DMR_845,LRP1,CpG,0.0
chr12_DMR_847,UBC,CpG,0.0
chr12_DMR_848,ALKBH2,CpG,0.0
chr12_DMR_849,RAB35,CpG,0.0
chr12_DMR_850,GPR133,CpG,0.0
chr12_DMR_851,DNAH10,CpG,0.0
chr12_DMR_852,ADCY6,CpG,0.0
chr12_DMR_853,RHEBL1,CpG,0.0
chr12_DMR_854,KCNA1,CpG,0.0
chr12_DMR_856,FGD6,CpG,0.0
chr12_DMR_856,VEZT,CpG,0.0
chr12_DMR_857,KRT5,CpG,0.0
chr12_DMR_858,VSIG10,CpG,0.0
chr12_DMR_859,SRRM4,CpG,0.0
chr12_DMR_860,CASC1,CpG,0.0
chr12_DMR_860,LYRM5,CpG,0.0
chr12_DMR_861,GCN1L1,CpG,0.0
chr12_DMR_862,HRK,CpG,0.0
chr12_DMR_863,CCDC64,CpG,0.0
chr12_DMR_865,LEPREL2,CpG,0.0
chr12_DMR_865,GPR162,CpG,0.0
chr12_DMR_866,ZNF740,CpG,0.0
chr12_DMR_866,CSAD,CpG,0.0
chr12_DMR_867,KRT7,CpG,0.0
chr12_DMR_868,TCTN2,CpG,0.0
chr12_DMR_870,NCOR2,CpG,0.0
chr12_DMR_871,ZNF268,CpG,0.0
chr12_DMR_872,GXYLT1,CpG,0.0
chr12_DMR_873,LEMD3,CpG,0.0
chr12_DMR_874,RIMBP2,CpG,0.0
chr12_DMR_875,TMEM117,CpG,0.0
chr12_DMR_876,ACSS3,CpG,0.0
chr12_DMR_877,LARP4,CpG,0.0
chr12_DMR_878,C12orf56,CpG,0.0
chr12_DMR_879,STX2,CpG,0.0
chr12_DMR_880,OS9,CpG,0.0
chr12_DMR_881,CLEC1A,CpG,0.0
chr12_DMR_882,FAM113B,CpG,0.0
chr12_DMR_883,NELL2,CpG,0.0
chr12_DMR_884,C1R,CpG,0.0
chr12_DMR_885,CUX2,CpG,0.0
chr12_DMR_887,TMBIM6,CpG,0.0
chr12_DMR_888,MYF6,CpG,0.0
chr12_DMR_889,PDZRN4,CpG,0.0
chr12_DMR_890,FAM113B,CpG,0.0
chr12_DMR_890,LOC100233209,CpG,0.0
chr12_DMR_891,FAM101A,CpG,0.0
chr12_DMR_894,TSPAN9,CpG,0.0
chr12_DMR_895,TSPAN9,CpG,0.0
chr12_DMR_896,BCL7A,CpG,0.0
chr12_DMR_898,FOXJ2,CpG,0.0
chr12_DMR_900,ACAD10,CpG,0.0
chr12_DMR_901,CRY1,CpG,0.0
chr12_DMR_902,PYROXD1,CpG,0.0
chr12_DMR_903,ATP6V0A2,CpG,0.0
chr12_DMR_904,NFYB,CpG,0.0
chr12_DMR_905,NDUFA4L2,CpG,0.0
chr12_DMR_906,GLT1D1,CpG,0.0
chr12_DMR_907,FGF23,CpG,0.0
chr12_DMR_908,WNT5B,CpG,0.0
chr12_DMR_909,P2RX4,CpG,0.0
chr12_DMR_910,DNAH10,CpG,0.0
chr12_DMR_911,C12orf12,CpG,0.0
chr12_DMR_912,RARG,CpG,0.0
chr12_DMR_913,TMED2,CpG,0.0
chr12_DMR_914,SETD1B,CpG,0.0
chr12_DMR_916,DYNLL1,CpG,0.0
chr12_DMR_917,BIN2,CpG,0.0
chr12_DMR_918,BAZ2A,CpG,0.0
chr12_DMR_919,ANKLE2,CpG,0.0
chr12_DMR_921,PITPNM2,CpG,0.0
chr12_DMR_922,ASCL4,CpG,0.0
chr12_DMR_923,PRDM4,CpG,0.0
chr12_DMR_924,TBX5,CpG,0.0
chr12_DMR_925,NR4A1,CpG,0.0
chr12_DMR_926,UNG,CpG,0.0
chr12_DMR_928,POLE,CpG,0.0
chr12_DMR_928,PXMP2,CpG,0.0
chr12_DMR_929,GLI1,CpG,0.0
chr12_DMR_930,P2RX7,CpG,0.0
chr12_DMR_931,WIF1,CpG,0.0
chr12_DMR_932,LOC144742,CpG,0.0
chr12_DMR_933,KRT1,CpG,0.0
chr12_DMR_935,PRICKLE1,CpG,0.0
chr12_DMR_936,NXPH4,CpG,0.0
chr12_DMR_937,PPM1H,CpG,0.0
chr12_DMR_938,HOXC11,CpG,0.0
chr12_DMR_939,RFX4,CpG,0.0
chr12_DMR_940,IFT81,CpG,0.0
chr12_DMR_941,KIAA1467,CpG,0.0
chr12_DMR_943,TM7SF3,CpG,0.0
chr12_DMR_944,MTERFD3,CpG,0.0
chr12_DMR_945,FGFR1OP2,CpG,0.0
chr12_DMR_945,C12orf11,CpG,0.0
chr12_DMR_946,KCNH3,CpG,0.0
chr12_DMR_947,DDX51,CpG,0.0
chr12_DMR_948,SLC17A8,CpG,0.0
