"DMR","CpGs"
"chr12_DMR_505","cg04925196;cg11833244;cg19989018"
"chr12_DMR_506","cg25361023;cg26695123;cg13990926;cg16455791;cg14606256;cg26113809;cg15261861;cg10129665;cg02539682"
"chr12_DMR_507","cg21558509;cg01663970"
"chr12_DMR_508","cg15028128;cg23912509"
"chr12_DMR_509","cg22823546;cg24125889;cg10835308;cg11587658;cg09097040;cg11160386;cg26980138;cg23741982;cg14097373;cg14648069"
"chr12_DMR_510","cg06516150;cg06002638;cg15106368;cg19598685;cg15996769"
"chr12_DMR_511","cg11067907;cg03566156"
"chr12_DMR_512","cg20054385;cg17756131"
"chr12_DMR_513","cg18649228;cg06189855;cg07990939;cg01152455;cg15067401;cg21641552;cg07520161;cg25398580"
"chr12_DMR_514","cg05987823;cg15700739;cg16983211;cg00218447;cg21703606;cg05982757"
"chr12_DMR_515","cg13062821;cg09070944;cg19434066;cg01376672;cg19997236"
"chr12_DMR_516","cg20664721;cg17439023;cg25150333;cg09724878;cg10437240;cg05759182;cg22367962;cg06362796;cg26788215;cg03713996;cg22544231;cg15820536;cg02470959"
"chr12_DMR_517","cg20025970;cg09185990"
"chr12_DMR_518","cg10915301;cg03220751;cg18552940;cg24266450;cg19552565;cg23547286;cg14467955;cg22449795"
"chr12_DMR_519","cg01673780;cg25697314"
"chr12_DMR_520","cg08608589;cg13006259;cg07682937;cg19856346;cg18176406;cg15769920;cg04800168;cg25954162;cg12483466;cg25012219;cg03407567;cg23309825"
"chr12_DMR_521","cg07669793;cg26360961;cg13708727;cg02400334;cg01177488;cg10885645;cg26338867;cg06671621;cg15569340;cg20986280;cg00489652;cg01490772;cg12448934;cg15882878;cg02413902;cg22742344;cg09137453;cg12803617;cg25723986"
"chr12_DMR_522","cg07007807;cg24895754;cg14994737;cg25283577;cg26828320;cg24173344;cg06927297;cg04853383;cg15082048;cg22608540;cg05417285;cg25764256;cg02593579;cg10106091"
"chr12_DMR_523","cg09414535;cg24103040;cg10865238;cg22912610;cg09135441"
"chr12_DMR_524","cg19382027;cg08985885;cg12074780;cg25402480"
"chr12_DMR_525","cg00670756;cg25555485;cg24609255;cg03033080;cg09859272;cg01295673;cg03824997;cg07663496;cg23343264;cg05227963;cg18627459"
"chr12_DMR_526","cg07067085;cg18633736;cg14138116;cg16720127;cg14756052;cg11575047;cg05173789;cg24820303;cg06852319;cg13952988"
"chr12_DMR_527","cg06119275;cg24030620;cg20319945;cg23153809;cg12156655;cg23058246;cg00022259;cg26856948;cg05614952"
"chr12_DMR_528","cg23521666;cg05054531;cg21348508;cg09682848;cg14240993"
"chr12_DMR_529","cg15712577;cg27149136;cg16086237"
"chr12_DMR_530","cg05628795;cg07066635;cg05379954;cg11964345;cg11843090;cg09922115;cg19437060;cg09391966"
"chr12_DMR_531","cg21601059;cg03599547;cg19987288;cg01228893;cg01708466;cg05384275;cg05297105"
"chr12_DMR_532","cg04561571;cg14790421"
"chr12_DMR_533","cg09187486;cg02309717;cg17305992;cg21163552;cg18851817;cg19508957"
"chr12_DMR_534","cg25098497;cg15012054;cg03093695;cg01986786;cg13694400;cg23335414"
"chr12_DMR_535","cg04152629;cg09275968;cg13285458;cg09432234;cg15282632;cg20438663;cg23029183;cg00065408"
"chr12_DMR_536","cg07155453;cg15652577;cg22534627"
"chr12_DMR_537","cg26274596;cg07469402;cg02332982;cg15697849;cg19788831;cg09403249;cg05135569;cg00067018;cg18729001;cg19034038;cg17450733;cg12915695;cg22589628;cg16080781"
"chr12_DMR_538","cg10624054;cg10046767;cg10843343;cg00625776;cg07216425;cg07986666;cg03600605;cg21340733;cg09972881;cg24504361;cg07145683"
"chr12_DMR_539","cg14302662;cg13880786;cg22794795;cg10470282;cg05755906;cg20261079;cg22871375"
"chr12_DMR_540","cg01418856;cg17359076;cg04797936;cg27632435;cg01581974;cg25751371"
"chr12_DMR_541","cg07124520;cg19536810;cg25773344;cg19181132;cg20163166;cg11625946;cg06638827;cg10708905;cg02499494"
"chr12_DMR_542","cg22516162;cg19736226;cg19512961"
"chr12_DMR_543","cg09933058;cg24050511;cg18348142;cg16780890;cg02369195;cg08135379;cg24603490;cg13640200;cg17241016"
"chr12_DMR_544","cg25007393;cg07427606;cg19351838;cg08256406"
"chr12_DMR_545","cg24957964;cg03833948"
"chr12_DMR_546","cg02310562;cg10657806;cg01345841;cg01710146;cg24905739;cg13296916;cg18222235"
"chr12_DMR_547","cg22855052;cg16637873;cg09080114;cg01097940;cg01870625;cg24471268;cg17035040"
"chr12_DMR_548","cg22192762;cg22793136;cg13565656;cg10851683;cg26154342;cg10557253;cg07526042;cg13488680"
"chr12_DMR_549","cg08110272;cg25832824;cg03612522;cg12142354;cg15448445;cg06933965;cg03408433"
"chr12_DMR_550","cg10899006;cg16790890;cg00953066;cg17820247;cg00639250;cg17720267;cg13857086;cg16390044;cg25750404;cg04880762;cg14083111"
"chr12_DMR_551","cg20258154;cg06586923;cg18929590;cg24643801;cg20982475;cg10853063;cg19988880;cg11345172;cg25499017;cg22526288;cg06887167;cg27281285"
"chr12_DMR_552","cg20632863;cg18957484;cg19136183;cg23672480;cg04614943;cg06573718;cg21051375;cg18466108;cg19196182;cg09254001;cg07896108;cg07537021;cg05955566;cg14872956;cg00095463;cg24034106;cg07865790"
"chr12_DMR_553","cg12250883;cg26964202;cg26502811;cg14515699;cg03291519;cg14221884;cg21378715"
"chr12_DMR_554","cg19554257;cg12894524;cg23512558;cg06383241;cg11185549;cg12506165;cg26812615"
"chr12_DMR_555","cg21164131;cg18660363"
"chr12_DMR_556","cg21755457;cg07992625;cg05679795;cg23696212;cg18748332;cg01480384"
"chr12_DMR_557","cg14430979;cg25563189;cg02462519;cg06705834;cg06864046;cg18081750;cg05958510;cg26703664"
"chr12_DMR_558","cg13610659;cg04005793;cg08214142;cg12745325;cg24007886;cg10716112"
"chr12_DMR_559","cg20091128;cg21836275;cg21863207;cg21837372;cg08346232;cg05007035;cg02071712;cg06462291;cg15977278"
"chr12_DMR_560","cg06200494;cg10535858;cg04207741;cg27093645;cg05013129;cg06422659;cg23912823;cg14977037;cg03559831"
"chr12_DMR_561","cg04953535;cg26268968"
"chr12_DMR_562","cg02317313;cg26781726;cg09148852"
"chr12_DMR_563","cg00564190;cg19704805;cg12210040;cg23704770;cg20576393;cg02325300;cg17736030;cg06794000;cg13572309;cg14632140;cg20060206"
"chr12_DMR_564","cg02500152;cg23951789;cg18071532;cg24836830;cg17449403;cg06887542;cg07793889"
"chr12_DMR_565","cg11010909;cg23131355"
"chr12_DMR_566","cg04351062;cg17405840;cg19692165;cg19871564"
"chr12_DMR_567","cg26501657;cg01831767"
"chr12_DMR_568","cg05600340;cg10421247;cg03800721;cg15353389;cg13099106;cg00168205"
"chr12_DMR_569","cg12586596;cg08023809;cg03744437;cg15332241;cg07135303;cg13236315;cg12835684"
"chr12_DMR_570","cg03920623;cg15773090;cg00098112;cg06938101;cg06363613;cg14932684;cg09475479"
"chr12_DMR_571","cg26716753;cg10319331"
"chr12_DMR_572","cg05155784;cg05066178;cg01300317"
"chr12_DMR_573","cg08343222;cg06790825;cg11264102;cg24684050;cg07639963;cg26201787;cg00542229"
"chr12_DMR_574","cg10043760;cg04826284;cg02332216;cg24003632;cg26126381;cg08576104;cg07025478"
"chr12_DMR_575","cg01205124;cg08245989"
"chr12_DMR_576","cg23925173;cg05740325"
"chr12_DMR_577","cg00013441;cg14127396;cg06604690;cg08775774"
"chr12_DMR_578","cg16428631;cg17155907;cg01973095;cg00741700;cg10966500;cg15830607;cg15130302;cg02418452;cg27274463;cg12216749;cg09194650;cg17573594;cg03871329;cg16923011;cg24331384"
"chr12_DMR_579","cg17026456;cg09047583;cg20153322;cg11826475;cg16785344;cg24932394"
"chr12_DMR_580","cg20479688;cg04475846;cg00463848;cg20210559;cg04588380"
"chr12_DMR_581","cg17341136;cg26076948;cg03143347"
"chr12_DMR_582","cg11897690;cg23471890;cg21763952;cg23378992;cg05703344;cg07790045;cg10763906"
"chr12_DMR_583","cg19127884;cg23461906;cg14469339;cg01302902;cg10082647;cg21510910;cg24219704;cg02617837;cg02876672;cg14573817;cg06496078;cg04686545;cg07197522;cg13318846;cg26297688;cg08817693;cg06207094"
"chr12_DMR_584","cg13904228;cg13078969;cg17407411;cg22633381;cg02075378;cg02265740;cg26565018"
"chr12_DMR_585","cg10638118;cg17649836;cg14776747;cg22322834;cg20607710;cg02334620;cg12587729;cg05368762;cg20339296;cg13205571;cg21070740;cg13580767;cg20523179;cg17474435;cg11750756;cg10785311;cg12879423;cg01356653;cg09604167"
"chr12_DMR_586","cg26530701;cg23002907"
"chr12_DMR_587","cg22200736;cg10292376;cg06628878"
"chr12_DMR_588","cg07725355;cg03206503;cg02963114;cg02593205;cg19461392;cg01498160;cg25968571;cg11332519;cg24509668;cg04951947;cg02058108"
"chr12_DMR_589","cg24167975;cg24951396;cg11944815;cg00822321;cg12390953;cg01627046;cg26485011;cg00910168;cg19461320"
"chr12_DMR_590","cg12203636;cg21565550;cg19861110;cg16653538;cg06609369;cg27529628;cg17520215;cg13069247;cg06414073"
"chr12_DMR_591","cg19551573;cg06938235;cg00935782;cg03433549;cg14940636"
"chr12_DMR_592","cg06915053;cg08799922;cg23368715;cg15776355;cg11751101;cg11662322;cg16236875;cg05592114"
"chr12_DMR_593","cg05617413;cg25350087;cg19595750;cg11709225;cg19510970;cg08818195;cg00370303;cg24182729;cg00638090;cg09125882;cg16088107;cg23890800;cg25694349;cg26860182;cg07050555;cg07688604;cg10304922;cg23097155;cg18450555;cg01845583;cg15282907;cg24800655;cg19705626;cg23681339;cg19183325;cg17152423;cg00360256;cg20214067;cg06874943;cg24846573"
"chr12_DMR_594","cg21162528;cg00921219;cg14499928"
"chr12_DMR_595","cg26863534;cg06782204"
"chr12_DMR_596","cg22614532;cg09541248"
"chr12_DMR_597","cg14950855;cg11303127;cg21446725;cg25179358;cg07028869;cg21518937;cg17420360;cg22785468;cg05639747;cg22913903;cg14753074;cg25147139;cg21763058"
"chr12_DMR_598","cg13929079;cg06629549;cg03140866;cg23265491;cg05065690;cg23795460"
"chr12_DMR_599","cg02923274;cg10097813;cg16871561;cg09412528;cg09526886;cg00763151;cg12074252;cg13505705;cg11694641;cg11088051"
"chr12_DMR_600","cg05155042;cg07920739;cg27126429;cg18394118;cg19722371;cg27425327;cg01744987"
"chr12_DMR_601","cg20002729;cg07836370;cg20045970;cg19651935"
"chr12_DMR_602","cg04901136;cg13110350;cg07684587;cg08522065;cg11938491;cg24782486;cg16922861;cg05780028;cg21354621"
"chr12_DMR_603","cg19958298;cg20014284;cg25817419;cg13342120;cg23220025;cg01409734;cg24099779;cg12171396"
"chr12_DMR_604","cg16408865;cg08005411;cg14784868;cg09939079;cg22834771;cg11871910;cg19645103"
"chr12_DMR_605","cg18054172;cg13826247;cg00040312;cg23697546;cg10005224;cg07545037;cg18843682"
"chr12_DMR_606","cg12670347;cg16559598;cg06911121;cg16458436;cg05769349;cg14431443;cg10281002;cg21907579;cg16605327;cg23827572;cg03877376;cg17645823;cg19290410;cg05929882;cg03843000;cg26196480"
"chr12_DMR_607","cg01852522;cg24622007;cg26426633;cg19601865"
"chr12_DMR_608","cg01030173;cg09949429;cg24102601;cg20979926;cg07706687;cg20884502;cg04001726;cg04623168;cg19878849;cg10294200"
"chr12_DMR_609","cg11127711;cg04915780;cg06871582;cg07614306;cg16101148;cg02081427;cg23601066;cg03921416;cg08367275"
"chr12_DMR_610","cg02580923;cg13690332;cg06698575;cg04605980;cg19690403;cg23895963;cg02556042;cg19674878"
"chr12_DMR_611","cg09788416;cg00896347;cg03468072;cg20762480;cg09571762"
"chr12_DMR_612","cg27523779;cg02083559;cg15990409;cg24237081;cg21352006;cg21862372;cg07907315;cg25925006"
"chr12_DMR_613","cg09357135;cg24672547;cg16426148;cg17184604;cg01213014;cg10471644;cg03737815;cg01607849;cg01441359;cg24555065;cg26269324;cg11021764;cg03067226"
"chr12_DMR_614","cg03494525;cg19142411;cg10377764;cg18715511;cg19069347;cg07207891;cg22243222"
"chr12_DMR_615","cg25560965;cg01526870;cg24724661;cg20640698;cg26554952;cg16641986;cg21110585;cg12413365;cg15110296;cg22859679;cg18383069;cg06538684"
"chr12_DMR_616","cg23807196;cg02964389;cg02301907;cg26373528;cg24972377;cg00243897;cg25722423;cg20566420;cg21787206;cg05708074"
"chr12_DMR_617","cg02142767;cg02250992;cg10462093;cg19358664;cg00894440;cg06719671"
"chr12_DMR_618","cg20462512;cg16405012;cg27423216;cg00252282"
"chr12_DMR_619","cg01600100;cg17641104;cg12888961"
"chr12_DMR_620","cg22038127;cg08142063;cg11576407;cg14417382;cg23503864;cg23258897;cg02737830;cg14224481;cg04830409;cg08253970;cg27172057"
"chr12_DMR_621","cg08737347;cg03724350;cg24438954;cg01511682;cg27414512;cg04062907;cg02728310"
"chr12_DMR_622","cg13995453;cg09668716"
"chr12_DMR_623","cg10696832;cg12562403;cg15724985"
"chr12_DMR_624","cg21837669;cg26381364;cg00259618;cg11342468;cg10096177;cg13702005;cg11743448;cg06664258;cg14380586;cg06824277;cg12814529;cg03882242"
"chr12_DMR_625","cg01043320;cg25623451;cg12258176;cg26360533;cg16362133;cg03403662;cg21570220;cg25493658"
"chr12_DMR_626","cg22308467;cg09214953;cg04001704;cg10127221;cg17577636;cg21504793;cg16520965;cg18919323;cg10087651"
"chr12_DMR_627","cg21131339;cg09174610;cg19739512;cg19732731;cg06510711"
"chr12_DMR_628","cg03419278;cg15122365;cg21356239;cg23696180"
"chr12_DMR_629","cg24827399;cg08699355;cg02323694;cg22199628;cg23536300;cg03311849"
"chr12_DMR_630","cg27664496;cg00329618"
"chr12_DMR_631","cg10257478;cg20456276;cg18052984;cg23940169;cg15877906;cg00211110;cg26116103;cg24043307;cg11775492;cg04854025"
"chr12_DMR_632","cg20610891;cg23080178;cg15646041;cg00456348;cg18159324;cg09989134;cg23911972;cg00006122"
"chr12_DMR_633","cg08430409;cg22884792;cg02771661;cg16844403;cg09158990;cg27196808;cg25190001;cg11701621;cg01778926;cg02067983;cg22573917"
"chr12_DMR_634","cg20003138;cg16793129;cg03054491;cg04339424;cg16266895;cg05361811"
"chr12_DMR_635","cg13190531;cg07385832;cg20168533;cg17204018;cg12577199;cg08150885;cg24266542;cg14058711;cg06094337"
"chr12_DMR_636","cg02766259;cg06987292;cg06287003"
"chr12_DMR_637","cg06606198;cg17182540;cg25716065;cg19540390;cg27505984;cg13281547;cg14453326;cg09671242;cg00000769;cg21349245;cg15612682;cg03901185;cg27485189"
"chr12_DMR_638","cg06865363;cg20724168"
"chr12_DMR_639","cg15284129;cg07125269;cg23331653;cg21746969;cg25629418"
"chr12_DMR_640","cg02811368;cg08425508;cg02758964;cg23742930;cg21658267"
"chr12_DMR_641","cg02772943;cg14523877;cg03403116;cg03774484;cg22322647;cg05382730;cg16883533;cg20595394"
"chr12_DMR_642","cg18753811;cg01637551;cg09328283;cg23524436;cg25519930;cg20033731"
"chr12_DMR_643","cg20499457;cg27464065;cg10567273;cg05693982;cg12807090"
"chr12_DMR_644","cg03754700;cg07742976"
"chr12_DMR_645","cg12154538;cg24975642;cg14951136"
"chr12_DMR_646","cg13562816;cg20477574"
"chr12_DMR_647","cg15626285;cg22402467;cg05538432;cg13053396;cg03198733;cg24535475;cg21622186;cg13120986"
"chr12_DMR_648","cg24997562;cg20092046;cg11301598"
"chr12_DMR_649","cg03394309;cg26986871"
"chr12_DMR_650","cg06937491;cg12412531;cg02505216"
"chr12_DMR_651","cg00470817;cg25883083"
"chr12_DMR_652","cg14990076;cg13301582"
"chr12_DMR_653","cg25573740;cg23430742;cg19475930;cg16006934;cg03879294;cg27003827"
"chr12_DMR_654","cg08036850;cg19599202;cg17767319;cg21487067;cg18845289;cg12149841"
"chr12_DMR_655","cg16780939;cg26031046;cg05388361;cg25452632;cg04640194"
"chr12_DMR_656","cg19658522;cg09660810;cg02043697;cg07292237"
"chr12_DMR_657","cg09098707;cg12713877"
"chr12_DMR_658","cg15869694;cg20917484;cg09644986;cg00169164;cg06362313;cg21225563;cg26249857;cg00241355;cg09193981"
"chr12_DMR_659","cg23596620;cg19712198;cg18629535;cg16403344;cg08254200;cg09384610;cg05585303;cg00851732;cg01573562;cg01119407;cg01257889;cg12681402;cg05967001;cg20704159"
"chr12_DMR_660","cg16529440;cg18580865;cg11643463;cg00140235;cg06327920;cg09848198;cg23081353;cg06186940"
"chr12_DMR_661","cg01474481;cg00111436;cg09926889;cg20459332;cg17297653"
"chr12_DMR_662","cg10412312;cg15461781"
"chr12_DMR_663","cg16884841;cg09189752;cg11555247;cg04375213;cg02916459;cg26966013;cg19262991;cg06623120;cg10179964;cg18231048;cg13327503"
"chr12_DMR_664","cg26691953;cg07701033;cg15866213;cg04554987;cg10170637;cg27607319;cg10963793;cg27607340;cg22103585"
"chr12_DMR_665","cg01515074;cg18443392;cg19258868"
"chr12_DMR_666","cg02304656;cg18921183;cg23877831;cg16399745;cg26120617;cg22237777;cg14123153;cg13848848"
"chr12_DMR_667","cg08875705;cg23737737;cg00983904;cg22203219;cg17198308;cg00363813;cg05233050;cg01979888;cg01493517"
"chr12_DMR_668","cg25932239;cg17277821;cg26880762;cg07568437;cg02261118"
"chr12_DMR_669","cg10368533;cg25881344;cg11650218;cg03764352;cg21586215;cg24012034;cg18166347;cg04890770;cg14597361"
"chr12_DMR_670","cg26283893;cg01577751;cg09106624;cg19977966;cg01839657;cg11255394;cg16856286;cg10961753;cg07892422;cg25671500;cg03972398;cg20587394;cg22830707"
"chr12_DMR_671","cg21016902;cg05121697;cg16191024;cg01745510;cg10774305"
"chr12_DMR_672","cg08292968;cg20383230;cg20703320;cg00460689;cg04980504;cg15368583"
"chr12_DMR_673","cg13063344;cg02228111;cg19724555;cg12075445;cg04606861"
"chr12_DMR_674","cg17537009;cg21654404;cg16924120;cg24784697"
"chr12_DMR_675","cg04396637;cg21339676;cg11701951;cg06134974;cg12594348;cg13069910;cg01577361;cg11053966"
"chr12_DMR_676","cg06109136;cg14881098;cg12407666;cg12053762;cg04916200;cg16037021;cg10462751;cg26979339"
"chr12_DMR_677","cg12888127;cg08935299;cg07424335;cg21550248;cg06205817;cg08572049;cg03249783;cg15469104;cg11510269;cg20415828;cg13516087;cg01277763;cg25020728"
"chr12_DMR_678","cg08134678;cg06015525;cg16164619"
"chr12_DMR_679","cg26385126;cg01485790;cg12509268;cg17154218;cg11311053;cg27431877"
"chr12_DMR_680","cg07091544;cg02813863;cg10048215;cg26244225;cg10635645;cg16747828"
"chr12_DMR_681","cg02564061;cg22202647"
"chr12_DMR_682","cg04255937;cg04523690;cg19460283;cg09187936;cg26498176;cg02344636;cg00386008"
"chr12_DMR_683","cg22813821;cg25755500;cg02611240;cg24170269;cg16051361;cg23943801;cg24606773"
"chr12_DMR_684","cg18553354;cg15046818;cg21252812;cg21502999;cg26194015;cg01757160;cg15652120;cg17385737;cg23949524;cg17298005;cg21173239;cg26911787"
"chr12_DMR_685","cg02392575;cg18961791;cg22215783;cg10568931;cg16466203;cg16920991;cg03823305;cg01474603;cg14292522;cg13959152;cg23840562;cg05319880;cg00395697"
"chr12_DMR_686","cg08724310;cg04543413;cg22229906;cg20399616;cg21172322;cg23792314;cg20342079;cg23930313;cg02585702;cg22814146;cg01494454"
"chr12_DMR_687","cg14397459;cg10589851;cg19877581;cg12823748;cg08244078;cg19893717;cg18915437;cg12304441"
"chr12_DMR_688","cg19560014;cg20755748"
"chr12_DMR_689","cg20029003;cg12878555;cg02977706;cg11708118;cg23255995;cg25922808;cg03251615;cg22823800;cg06253956;cg02049522;cg26645069;cg20642765;cg14594481;cg20318145;cg19744039;cg23311549"
"chr12_DMR_690","cg02299205;cg07719547;cg03826601;cg19642100;cg26520371"
"chr12_DMR_691","cg05641913;cg14968494"
"chr12_DMR_692","cg08425810;cg22507723;cg03505148;cg09596958;cg14795572;cg12253175;cg13879455;cg01353646"
"chr12_DMR_693","cg15231902;cg02602601;cg13683516;cg10654546;cg19893439;cg07262201;cg01985858;cg26761226;cg08409225"
"chr12_DMR_694","cg04825119;cg10542990;cg11912049"
"chr12_DMR_695","cg22263007;cg04925841;cg08972130;cg14242042;cg17853504;cg06867829;cg17023776;cg03625010"
"chr12_DMR_696","cg13417420;cg22778421;cg04230699;cg06928346;cg13697193;cg19360852;cg21121336;cg20631472;cg03933279;cg03705319"
"chr12_DMR_697","cg18061259;cg26732691;cg04801617;cg00750428;cg12566756;cg04508964;cg25566352;cg22724500;cg24825966;cg09638668;cg01920232;cg12025941;cg08938906;cg08285141;cg23919118;cg01190692;cg17814958;cg03960951"
"chr12_DMR_698","cg00147976;cg00056719;cg22219587;cg05193116;cg08959992;cg02765045"
"chr12_DMR_699","cg10788674;cg16725944"
"chr12_DMR_700","cg23891487;cg15919066"
"chr12_DMR_701","cg10573560;cg13857707;cg20154932;cg11367580;cg10649138;cg20597908;cg02538597"
"chr12_DMR_702","cg24594830;cg26687049;cg26276877;cg25628543;cg04410862;cg16975973;cg08610361;cg18120578"
"chr12_DMR_703","cg00658440;cg00094595;cg22524951"
"chr12_DMR_704","cg07817881;cg22870344;cg12810221;cg16067781;cg10910617;cg13518216;cg22012054;cg12795893;cg09427156;cg17616707;cg14869505;cg22841336;cg05555643"
"chr12_DMR_705","cg23937228;cg08048517;cg21370778;cg05820482;cg22020752;cg08548710"
"chr12_DMR_706","cg24405617;cg19323374;cg04270799"
"chr12_DMR_707","cg26584545;cg24790471;cg22828900;cg15367106;cg00366352;cg23193116;cg04738301;cg09894284;cg03100449;cg14189750;cg25253534;cg12785090;cg07461318;cg16829450"
"chr12_DMR_708","cg16003301;cg00529181;cg11217574;cg12217517;cg11758943;cg11043909;cg21609430;cg20664221;cg14909545;cg05742988;cg11206763;cg07147234"
"chr12_DMR_709","cg16801374;cg11612617"
"chr12_DMR_710","cg26097051;cg14312334;cg03339668;cg02764093;cg04948014;cg14132388;cg10923838;cg20840795"
"chr12_DMR_711","cg27194586;cg16480841;cg19524350;cg16533495;cg21364562;cg17010747;cg14036495"
"chr12_DMR_712","cg17339927;cg16339100;cg08607533;cg00844297;cg01773927;cg09889154"
"chr12_DMR_713","cg09941406;cg20340866;cg19794507"
"chr12_DMR_714","cg02420617;cg23238293"
"chr12_DMR_715","cg14549973;cg24039102"
"chr12_DMR_716","cg02955343;cg11293828"
"chr12_DMR_717","cg19513492;cg22156126"
"chr12_DMR_718","cg00419228;cg20646018;cg17227355;cg05308484;cg18124330"
"chr12_DMR_719","cg07536341;cg03680150;cg12686133;cg18796520;cg22406012;cg16004800"
"chr12_DMR_720","cg23970703;cg06927717"
"chr12_DMR_721","cg10583414;cg15141592;cg06086316"
"chr12_DMR_722","cg12812047;cg24341177;cg03543403"
"chr12_DMR_723","cg12172159;cg01013566;cg04921619;cg09360912"
"chr12_DMR_724","cg15866021;cg08980480"
"chr12_DMR_725","cg26537248;cg07530577;cg07805981;cg25678745;cg15702701;cg06087932;cg18610738;cg05567435"
"chr12_DMR_726","cg24009650;cg03200309;cg00346523;cg26257969;cg00745543;cg15456555"
"chr12_DMR_727","cg01865610;cg23311950;cg23798332;cg22232397"
"chr12_DMR_728","cg27461800;cg06267927;cg11225935;cg11214164;cg00265212;cg20755408;cg25716786;cg02491696;cg06627361;cg07271268"
"chr12_DMR_729","cg22460123;cg07022048"
"chr12_DMR_730","cg13887370;cg24120411;cg26581484"
"chr12_DMR_731","cg09718037;cg23975840"
"chr12_DMR_732","cg07236358;cg18841927;cg05047367;cg01236616;cg08092331;cg25515063"
"chr12_DMR_733","cg23105471;cg26645635;cg05902531;cg19593762;cg16444117;cg20499859;cg00677455;cg02540427;cg11762629;cg12592194;cg05342250;cg02732509"
"chr12_DMR_734","cg04735442;cg25220065;cg25689940;cg09367367;cg19647611;cg03788567;cg13296563;cg17542835"
"chr12_DMR_735","cg20361540;cg05298628"
"chr12_DMR_736","cg26778807;cg23354014"
"chr12_DMR_737","cg26714650;cg06574813;cg08138375;cg26734620;cg13933139;cg09658438;cg11442185"
"chr12_DMR_738","cg23551859;cg17322163;cg02003611;cg11367973;cg19602931;cg18617679;cg04847419;cg15933527;cg10652351;cg17395266;cg05964952"
"chr12_DMR_739","cg15641062;cg14699616;cg20210501;cg00850840;cg16021483;cg20039944;cg25296939;cg09890214;cg17217490;cg27486582"
"chr12_DMR_740","cg15400997;cg12503473"
"chr12_DMR_741","cg18682447;cg07421415;cg10396470;cg00262368;cg07220442;cg00036115;cg14121014;cg19060823"
"chr12_DMR_742","cg07236190;cg07083543"
"chr12_DMR_743","cg26976108;cg09858811;cg07658640;cg24415213"
"chr12_DMR_744","cg19967717;cg20837456;cg15160514;cg01850464;cg24769924;cg02745156;cg05290394"
"chr12_DMR_745","cg15088892;cg11067468;cg19237421;cg08279428;cg06405045;cg24409649;cg16720488;cg14474898;cg11082575;cg07290269;cg08592423;cg24729928;cg15030629;cg03184588;cg20909078"
"chr12_DMR_746","cg10837116;cg17360680"
"chr12_DMR_747","cg00871673;cg12950166;cg25461186;cg07241154"
"chr12_DMR_748","cg19653282;cg16344442"
"chr12_DMR_749","cg00059053;cg20347090;cg07710560;cg27003849;cg24300475;cg24871691;cg05376505;cg04018622"
"chr12_DMR_750","cg19223314;cg21877281;cg12697603;cg12216983;cg13828592;cg19462193;cg09924998;cg01106818;cg00631230"
"chr12_DMR_751","cg13335447;cg21660687;cg08222800;cg15926737"
"chr12_DMR_752","cg11026555;cg27125645;cg10575376;cg07347092;cg02823783;cg01240444;cg26986180;cg20752847"
"chr12_DMR_753","cg03225476;cg24837075;cg10877031;cg01632865;cg23311905"
"chr12_DMR_754","cg09139956;cg22871962;cg13524819;cg21618040;cg05861255;cg01954353;cg19967582;cg14086122;cg04781075;cg16448126"
"chr12_DMR_755","cg12544020;cg05222840;cg00346556;cg19075838;cg11479843;cg16712575;cg05214546"
"chr12_DMR_756","cg16409497;cg11970050;cg17130567;cg03251079;cg20088964;cg00425708;cg05315443"
"chr12_DMR_757","cg19969113;cg02424630;cg11645735;cg17186086;cg01397701;cg06747863;cg00887547;cg05729908;cg21045000"
"chr12_DMR_758","cg23767977;cg08352148;cg05358758;cg19880852"
"chr12_DMR_759","cg03728296;cg12883767;cg12615879;cg03308494;cg23702688"
"chr12_DMR_760","cg06168149;cg24210717"
"chr12_DMR_761","cg14885748;cg20055426;cg04050315"
"chr12_DMR_762","cg15864354;cg19972591;cg19141861;cg12219531;cg19835839;cg27304573;cg15545222;cg24490039;cg02582774;cg11075121;cg12255293;cg01762738;cg00949670;cg05859323;cg23830810"
"chr12_DMR_763","cg05769161;cg24214867;cg10248279;cg11065385"
"chr12_DMR_764","cg25281183;cg09182044;cg25965864;cg07253870;cg08178035;cg13003996;cg13524209"
"chr12_DMR_765","cg15017728;cg10551883;cg05130406;cg17152740;cg11505180;cg12145547;cg04395822;cg22699448;cg23652770;cg00046815"
"chr12_DMR_766","cg18234145;cg01103590;cg27166993;cg05670290;cg04236718;cg24373760;cg13363454;cg01622344;cg17737641;cg13435381;cg16645344"
"chr12_DMR_767","cg09973502;cg10891888"
"chr12_DMR_768","cg26510017;cg24182470;cg21784036;cg13603508;cg13509195;cg01963134;cg07300451;cg02277965;cg20857455"
"chr12_DMR_769","cg07130150;cg21067341;cg27319192;cg06128688;cg03165343;cg01926707"
"chr12_DMR_770","cg22963843;cg11893127;cg06697057"
"chr12_DMR_771","cg23269029;cg23126203;cg03432814"
"chr12_DMR_772","cg20204009;cg07498421;cg26322721;cg21004565;cg03552687;cg07289333;cg13102120;cg04117338;cg20922821;cg10552472"
"chr12_DMR_773","cg03954667;cg21535657"
"chr12_DMR_774","cg13138088;cg01687189;cg17472390;cg00136105;cg23541617"
